text,label,cleaned_text
👍 Mình rất mê với?! #review#product_review,2,mình rất mê với reviewproduct_review
"👀 Không có gì đặc biệt,",1,không gì đặc biệt
"tạm được oce Không có gì đặc biệt, 💭..",1,tạm oce không gì đặc biệt
"Mới mua, Sản phẩm đỉnh quá,, quá xịn luôn",2,mới mua sản phẩm đỉnh quá quá xịn luôn
"👍 tot hơn mong đợi, đáng đồng tiền 😄.....!!!",2,tot hơn mong đợi đáng đồng tiền
"Dùng được 1 tuần, không có gì để chê, 😊 giá tiền rẻ, chất lượng xứng đáng",2,dùng 1 tuần không gì để chê giá tiền rẻ chất lượng xứng đáng
"không được tốt,!!! #review#product_review",0,không tốt reviewproduct_review
"Sản phẩm đỉnh quá,...!!!!?!",2,sản phẩm đỉnh quá
"đỉnh thật sự Giá tiền tốt, chất lượng xứng đáng!!!! quá xịn luôn",2,đỉnh thật sự giá tiền tốt chất lượng xứng đáng quá xịn luôn
"Giao hàng , 👎 💔!!!",0,giao hàng
"đỉnh thật sự, sản phẩm tuyệt vời quá,!!!",2,đỉnh thật sự sản phẩm tuyệt vời quá
"👀 Cũng được, nhưnggg nên nâng cấp dịch vụ 🤔",1,cũng nhưnggg nên nâng cấp dịch vụ
"Hơi thất vọng về , không thể chấp nhận được",0,hơi thất vọng về không thể chấp nhận
"Dùng được 1 tuần, dã man Giá tiền tốt, rat hời.....!!!",2,dùng 1 tuần dã man giá tiền tốt rat hời
"Đặt trên shopee, 😠 Chất lượnggg , giá hơii cao!! không thể chấp nhận được",0,đặt trên shopee chất lượnggg giá hơii cao không thể chấp nhận
"Dùng được 1 tuần, Mìng rất mê với 😄, ưng cái bụng!!!!! <3!?!...!!!",2,dùng 1 tuần mìng rất mê với ưng cái bụng 3
"đc Đặt trên shopee, không dc tốt, 😫!!!",0,đc đặt trên shopee không dc tốt
"không dc tốt,, chán thật sự được của l* dk",0,không dc tốt chán thật sự l dk
"Sản phẩm tạm được, giá hơi caooo!...",1,sản phẩm tạm giá hơi caooo
"tốt hơn mong đợi, đáng đồng tiềb #review#product_review",2,tốt hơn mong đợi đáng đồng tiềb reviewproduct_review
"Sản phẩm tạm được, đáng đồng tiền!!!....",1,sản phẩm tạm đáng đồng tiền
"khong có gì đặc biệt,, tương đối ổn.(?!)",1,khong gì đặc biệt tương đối ổn
"không có gì để chê, 🥰 đóng gói cẩn thận, giao hàng chuyên nghiệp?!!!",2,không gì để chê đóng gói cẩn thận giao hàng chuyên nghiệp
"Cũngg được, nhưng có thể tot hơn nữa 💁",1,cũngg nhưng có thể tot hơn nữa
"Dùng được 1 tuần, Không có gì đặc biệt,!!!(?!)...?(?!)",1,dùng 1 tuần không gì đặc biệt
"huhu Dùng được 1 tuần, ❤️ quá xịn luôn, giá tiền rẻ, đáng đồnggg tiền",2,huhu dùng 1 tuần quá xịn luôn giá tiền rẻ đáng đồnggg tiền
"đỉnh thật sự 😄 tốt hơn mong đợi, cần cải thiện thêm",2,đỉnh thật sự tốt hơn mong đợi cần cải thiện thêm
"Giaoo hàng ,",0,giaoo hàng
"Đặt trên shopee, xuất sắc, đóng gói cẩn thận, giao hàng đúng hẹn..",2,đặt trên shopee xuất sắc đóng gói cẩn thận giao hàng đúng hẹn
"😄 tốt hơn mong đợi, thấy rat worth.. ❤️",2,tốt hơn mong đợi thấy rat worth
"Đặt trên shopee, Giao hàng ,, không thể chấp nhận được 👎(?)(?)!?",0,đặt trên shopee giao hàng không thể chấp nhận
"Sản phẩm tot quá,, đỉnh thật sự",2,sản phẩm tot quá đỉnh thật sự
"✨ Sản phẩm tuyệt vời quá,, cực kỳ hài lòng",2,sản phẩm tuyệt vời quá cực kỳ hài lòng
"không đáng tiền, giao hàng , 😕 #review#product_review",0,không đáng tiền giao hàng reviewproduct_review
"Dùng được 1 tuần, 😄 đỉnh thật sự, giá tiền rẻ, đáng đồng tiền",2,dùng 1 tuần đỉnh thật sự giá tiền rẻ đáng đồng tiền
"cực kỳ hài lòng tốt hơn mong đợi, đáng đồng tiền!!! đéo!!! <3...!!!",2,cực kỳ hài lòng tốt hơn mong đợi đáng đồng tiền đéo 3
"Sản phẩm tạm được, giá hơi cao, cũng được!! #review#product_review",1,sản phẩm tạm giá hơi cao cũng reviewproduct_review
"Dùng được, 🤔....? #review#product_review",1,dùng reviewproduct_review
"👀 dã man Dùng được,(?!)(?!)",1,dã man dùng
"Mới mua, ❤️ ✨ tốt hơn mong đợi, giá hơi cao",2,mới mua tốt hơn mong đợi giá hơi cao
"Mới mua, đét Sản phẩm tạm được, thấy rất worth.. 💁....?.",1,mới mua đét sản phẩm tạm thấy rất worth
"Cũng được, nhưng nên nâng cấp dịch vụ 🤔 🆗!!!",1,cũng nhưng nên nâng cấp dịch vụ
"Mới mua, 👎 Giao hàng ,!?",0,mới mua giao hàng
"dz đỉnh thật sự 😊 Sản phẩm chất lượng quá,!!!!?!!!!",2,dz đỉnh thật sự sản phẩm chất lượng quá
"dz 🆗 Không có gì đặc biệt, bình thường",1,dz không gì đặc biệt bình thường
"Tạm ổn, cần cải thiện thên 💁....?",1,tạm ổn cần cải thiện thên
"chán thật sự Mới mua, quá xá Giao hàng ,!?!",0,chán thật sự mới mua quá xá giao hàng
"Đặt trên shopee, Sản phẩm chất lượng quá, 😊!!!!!! <3!!! <3!!! <3 #review#product_review",2,đặt trên shopee sản phẩm chất lượng quá 3 3 3 reviewproduct_review
"kinh hoàng Giá tiền tốt, đáng đồng tiền 💯!!!!?!",2,kinh hoàng giá tiền tốt đáng đồng tiền
"👀 đ*o có gì đặc biệt, 👀",1,đo gì đặc biệt
"tốt hơn mong đợi, thấyy rất worth",2,tốt hơn mong đợi thấyy rất worth
"Dùng được 1 tuần, Sản phẩm tốt quá,..!!! <3...!!! #review#product_review",2,dùng 1 tuần sản phẩm tốt quá 3 reviewproduct_review
"Đặt trên shopee, Mình rất thích với!!! #review#product_review",2,đặt trên shopee mình rất thích với reviewproduct_review
"Dùng được 1 tuần, Sản phẩm tạm được, đáng đồng tiền, bình thường 👀",1,dùng 1 tuần sản phẩm tạm đáng đồng tiền bình thường
"hông Mình rất yêu vớiiii, không có gì để chê!?!...!!!",2,hông mình rất yêu vớiiii không gì để chê
"dz bit đỉnh thật sự Đóng gói đẹo, giao hàng nhanh",2,dz bit đỉnh thật sự đóng gói đẹo giao hàng nhanh
"Giá tiền rẻ, rat hời",2,giá tiền rẻ rat hời
"Giao hàng ,!",0,giao hàng
"bình thường, sản phẩm tạm được, cần cảiii thiện thêm 💭!!!",1,bình thường sản phẩm tạm cần cảiii thiện thêm
"Dùng được,",1,dùng
"😢 không dc tốt, chán thật sự(?)>.<... #review#product_review",0,không dc tốt chán thật sự reviewproduct_review
"kinh hoàng hông có gì đặc biệt,.. #review#product_review",1,kinh hoàng hông gì đặc biệt reviewproduct_review
"khong đáng giá tiền, 😠, thất vọng quá!!!(?)(?)",0,khong đáng giá tiền thất vọng quá
"Chất lượng , thấy rất worth",0,chất lượng thấy rất worth
"quá tệ thất vọng quá Đặt trên shopee, không được tốt,!!",0,quá tệ thất vọng quá đặt trên shopee không tốt
"Mới mua, 😞 khong đánggg giá tiền,?!!?!?...",0,mới mua khong đánggg giá tiền
"Mới mua, tốt hơn mong đợi, cần cải thiện thêm! ❤️",2,mới mua tốt hơn mong đợi cần cải thiện thêm
"cũng được vcl 👀 Không có gì đặc biệt,, tạm được(?!)(?!)(?!)",1,cũng vcl không gì đặc biệt tạm
"Đặt trên shopee, 👀 Không có gì đặc biệt,!!!",1,đặt trên shopee không gì đặc biệt
"tốt hơn mong đợi, cần cải thiện thêm....",2,tốt hơn mong đợi cần cải thiện thêm
"Cũng được, nhưng cần cảii thiện thêm!!!(?!)",1,cũng nhưng cần cảii thiện thêm
"Đặt trên shopee, 🤔 Sản phẩm tạm được, đáng đồng tiền(?!)...?",1,đặt trên shopee sản phẩm tạm đáng đồng tiền
"✨ Đóng gói chắc chắn, giao hàng chuyên nghiệp 😄!!",2,đóng gói chắc chắn giao hàng chuyên nghiệp
"Không đáng giá tiền, 😠?!",0,không đáng giá tiền
"thất vọng quá 👎 Chất lượng , thấy rat worth(?)(?)",0,thất vọng quá chất lượng thấy rat worth
"Mới mua, 😄 Đóng gói cẩn thận, giaoooo hàng chuyên nghiệp",2,mới mua đóng gói cẩn thận giaoooo hàng chuyên nghiệp
"không dc tốt, #review#product_review",0,không dc tốt reviewproduct_review
"Dùng được 1 tuần, tốt hơn mong đợi, đáng đồng tiền, đỉnh thật sự 🥰...!!!...!!! #review#product_review",2,dùng 1 tuần tốt hơn mong đợi đáng đồng tiền đỉnh thật sự reviewproduct_review
"Giá tiền phải chăng, chất lượng xứng đáng?! xuất sắc ưng cái bụng ưng cái bụng!?!!!! <3...!!!",2,giá tiền phải chăng chất lượng xứng đáng xuất sắc ưng cái bụng ưng cái bụng 3
"💁 không có gì đặc biệt, đét 🆗 khong có gì đặc biệt,!!",1,không gì đặc biệt đét khong gì đặc biệt
"😞 Hơi thất vọbg về ,, thất vọng quá",0,hơi thất vọbg về thất vọng quá
"chán thật sự, kh đáng giá tiền,?!",0,chán thật sự kh đáng giá tiền
"đét tốt hơn mong đợi, giá hơi cao, cực kỳ hài lòng!!!!!!!?!...!!!",2,đét tốt hơn mong đợi giá hơi cao cực kỳ hài lòng
"Dùng được, 🤔",1,dùng
"tương đối ổn, tạm ổn, thấy rất worth....?... #review#product_review",1,tương đối ổn tạm ổn thấy rất worth reviewproduct_review
"Hơi thất vọng về , 😫, không đáng tiền...!?>.<",0,hơi thất vọng về không đáng tiền
"Mới mua, đỉnh thật sự, đóngggg gói gọn gàng, guao hàng nhanh!!!",2,mới mua đỉnh thật sự đóngggg gói gọn gàng guao hàng nhanh
"💭 Tạm ổn, thấy rất worth, không có gì đặc biệt.........",1,tạm ổn thấy rất worth không gì đặc biệt
"😠 không được tốt, 😫 thất vọng quá(?)>.<",0,không tốt thất vọng quá
"vcl vãi cả l Sản phẩm tạm được, đáng đồng tiền",1,vcl vãi cả l sản phẩm tạm đáng đồng tiền
"xuất sắc Sản phẩm chất lượng quá, ❤️.. không có gì để chê!!! <3!?!...!!!",2,xuất sắc sản phẩm chất lượng quá không gì để chê 3
"Đặt trên shopee, khong có gì đặc biệt,....?.",1,đặt trên shopee khong gì đặc biệt
"Đónggg gói gọn gàng, giao hàng chuyên nghiệp, cực kỳ hài lòng!?!!!! <3!!!",2,đónggg gói gọn gàng giao hàng chuyên nghiệp cực kỳ hài lòng 3
"Giá tiền hợp lý, đáng đồng tiền",2,giá tiền hợp lý đáng đồng tiền
"kinh hoàng Hơi thất vọng về , 😕, thất vọng quá #review#product_review",0,kinh hoàng hơi thất vọng về thất vọng quá reviewproduct_review
"Mới mua, Giao hàng ,",0,mới mua giao hàng
"Đặt trên shopee, Cũng được, nhưngggg cần cải thiện thêm 💭 👀!!",1,đặt trên shopee cũng nhưngggg cần cải thiện thêm
"Cũng được, nhưng nên nâng cấp dịch vụ, tạm được 🆗 tạm được vcl.....",1,cũng nhưng nên nâng cấp dịch vụ tạm tạm vcl
"Dùng được 1 tuần, Đóng gói gọn gàng, giao hàng nhanh, ưng cái bụng",2,dùng 1 tuần đóng gói gọn gàng giao hàng nhanh ưng cái bụng
"tương đối ổn Sản phẩm tạm được, thấy rất worth 💁(?!)(?!)...?",1,tương đối ổn sản phẩm tạm thấy rất worth
"khong được tốt,......>.<",0,khong tốt
"Dùng được,?! không có gì đặc biệt vl...?(?!).",1,dùng không gì đặc biệt vl
"Dùng được 1 tuần, Giao hàng ,, quá tệ",0,dùng 1 tuần giao hàng quá tệ
"Chất lượng , giá hơi cao..(?)...(?)",0,chất lượng giá hơi cao
"Dùng được 1 tuần, xuất sắc, 😊 tốt hơn mong đợi, giá hơi cao",2,dùng 1 tuần xuất sắc tốt hơn mong đợi giá hơi cao
"vcl dk Đặt trên shopee, thất vọng quá, 👎 chất lượng , giá hơi cao #review#product_review",0,vcl dk đặt trên shopee thất vọng quá chất lượng giá hơi cao reviewproduct_review
"không đáng tiền, khôngggg được tốt,!!!!!",0,không đáng tiền khôngggg tốt
"đéo 😠 Chất lượngggg , giá hơi cao 😢",0,đéo chất lượngggg giá hơi cao
"Giá tiền hợp lý, rất hời ✨!, cực kỳ hài lòng...!!!!?!",2,giá tiền hợp lý rất hời cực kỳ hài lòng
"quá xịn luôn, đóbg góii gọn gàng, giao hàng nhanh..",2,quá xịn luôn đóbg góii gọn gàng giao hàng nhanh
"Mới mua, Không có gì đặc biệt,",1,mới mua không gì đặc biệt
"Dùng được 1 tuần, đỉnh thật sự, 😄 mình rất ưng với!!!!!! <3!!! <3",2,dùng 1 tuần đỉnh thật sự mình rất ưng với 3 3
"quá xá Sản phẩm tạm được, thấy rất worth....",1,quá xá sản phẩm tạm thấy rất worth
"Mới mua, 🤔 Sản phẩm tạm được, giá hơi cao.",1,mới mua sản phẩm tạm giá hơi cao
"Dùng được 1 tuần, dã man Sản phẩm tốt quá,, quá xịn luôn",2,dùng 1 tuần dã man sản phẩm tốt quá quá xịn luôn
"Dùng được 1 tuần, quá tệ, giao hàng ,",0,dùng 1 tuần quá tệ giao hàng
"Giá tiền hợp lý, chất lượng xứngggg đánggg!!!...!!!!?!",2,giá tiền hợp lý chất lượng xứngggg đánggg
"🆗 Sản phẩm tạm được, giá hơi cao #review#product_review",1,sản phẩm tạm giá hơi cao reviewproduct_review
"không có gì để chê xuất sắc ❤️ đét tốt hơn mong đợi, đáng đồngggg tiền",2,không gì để chê xuất sắc đét tốt hơn mong đợi đáng đồngggg tiền
"tương đối ổn Cũng được, nhưng cần cải thiện thêm.. không có gì đặc biệt",1,tương đối ổn cũng nhưng cần cải thiện thêm không gì đặc biệt
"quá xá Sản phẩm xuất sắc quá,?!",2,quá xá sản phẩm xuất sắc quá
"cực kỳ hài lòng vkoj Đặt trên shopee, tốt hơn mong đợi, cần cải thiện thêm!?!!!! <3...!!!",2,cực kỳ hài lòng vkoj đặt trên shopee tốt hơn mong đợi cần cải thiện thêm 3
"xuất sắc Mới mua, không có gì để chê, mình rất mê với 😊 v~",2,xuất sắc mới mua không gì để chê mình rất mê với v
"cũng được, đét tạm ổn, đáng đồng tiền",1,cũng đét tạm ổn đáng đồng tiền
"Đặt trên shopee, Khôngg đáng giá tiền,(?)>.<",0,đặt trên shopee khôngg đáng giá tiền
"không được tốt, #review#product_review",0,không tốt reviewproduct_review
"xuất sắc, đónggg gói cẩn thận, giao hàng nhanh ❤️?!!!!!!!...!!! #review#product_review",2,xuất sắc đónggg gói cẩn thận giao hàng nhanh reviewproduct_review
"Đặt trên shopee, Chất lượng , giá hơi cao?!.. #review#product_review",0,đặt trên shopee chất lượng giá hơi cao reviewproduct_review
"Đặt trên shopee, 😠 Chất lượng , đábgg đồngggg tiền>.<...",0,đặt trên shopee chất lượng đábgg đồngggg tiền
"😊 Giá tiền tốt, đáng đồng tiền!?!",2,giá tiền tốt đáng đồng tiền
